Heroin	Aip (Heroin from Afghanistan, Iran, or Pakistan)
Heroin	Al Capone
Heroin	Antifreeze
Heroin	Aries
Heroin	Aunt Hazel
Heroin	Bad Bundle (Poor quality heroin)
Heroin	Ball
Heroin	Ballot
Heroin	Bars (Heroin and Alprazolam)
Heroin	Bart Simpson
Heroin	Batman (Heroin and Cocaine)
Heroin	Beast (Heroin and LSD)
Heroin	Belushi (Heroin and Cocaine)
Heroin	Big Doodig
Heroin	Big H
Heroin	Big Harry
Heroin	Bin Laden
Heroin	Birdie Powder
Heroin	Black Eagle
Heroin	Black Grandma
Heroin	Black Pearl
Heroin	Black Stuff
Heroin	Black Tar
Heroin	Blue Bag
Heroin	Blue Magic
Heroin	Blue Star
Heroin	Bobby Brown
Heroin	Bomb (High potency Heroin)
Heroin	Bombido
Heroin	Bombita (Heroin and Amphetamine)
Heroin	Bombs Away
Heroin	Bone (High purity Heroin)
Heroin	Boy
Heroin	Boy-Girl (Heroin and Cocaine)
Heroin	Bozo
Heroin	Brain Damage
Heroin	Brea
Heroin	Brick Gum
Heroin	Broja
Heroin	Brown
Heroin	Brown Crystal
Heroin	Brown Rhine
Heroin	Brown Sugar
Heroin	Brown Tape
Heroin	Bull Dog
Heroin	Bundle
Heroin	Butu
Heroin	Caballo
Heroin	Caca
Heroin	Calbo
Heroin	Capital H
Heroin	Caps
Heroin	Carga
Heroin	Carne
Heroin	Chapopote
Heroin	Charley
Heroin	Charlie Brown
Heroin	Chasing the Dragon (Heroin and Crack)
Heroin	Chatarra
Heroin	Cheese (Heroin and Tylenol)
Heroin	Chiba
Heroin	Chicle
Heroin	Chieva
Heroin	China Cat (High potency Heroin)
Heroin	China White (Heroin and Fentanyl)
Heroin	Chinese Red
Heroin	Chip
Heroin	Chieva
Heroin	Chiva
Heroin	Choco-fan
Heroin	Chocolate Chip Cookies (Heroin and MDMA)
Heroin	Climax
Heroin	Cocofan
Heroin	Cotics
